id,log vol score,no vol score,score,mean volume,volatility,long mom,short unweighted mom,long unweighted mom
240,-360.8663506101416,-97.85805555091903,-180.83552024301645,397853.1089788227,0.0005411439932786,-54.68357909000174,-195.666980109805,-86.39808391387359
250,-145.99034539478433,-9.869593958412537,-161.0633935520454,48588.6640420476,6.127769781047928e-05,-6.643695846009365,-17.451708818648505,-8.739275322982907
260,-123.70403415361295,-11.76963851361664,-100.58508508694982,109480.91731672452,0.000117011766739,-12.400313000008666,-14.026242482764786,-8.251685571703247
270,-275.61427887540844,-26.899093452540157,-220.28530401138983,137267.1474521895,0.0001221102495841,-8.536820223895464,-75.7578597668533,-14.764873595527694
280,-311.5308629073718,-26.478247830478587,-275.2080111081289,75148.54550900595,9.621176260045464e-05,-27.10974305824393,-25.489972227974537,-26.20353297745194
290,-308.3480993921169,-26.28169124500325,-271.7909056183532,70504.6074538561,9.669819961491946e-05,-11.718055954655505,-60.463525058357575,-21.22712801234442
300,-178.50228268740133,-15.102607266443387,-158.26153006959936,68866.51441602866,9.542816412682e-05,-11.75443013895509,-23.625743897088512,-13.27582489077485
310,-121.85562805477178,-12.474118230088298,-94.42399861055956,141649.35984714178,0.0001321074982382,-6.633786217871042,-30.77306109380081,-5.855839390831955
320,-327.8097671027198,-25.128429067410593,-316.3880880761628,62842.116756447926,7.942280387421391e-05,-24.36519855746369,-27.39446973505516,-24.388849419659834
330,-156.2705139933605,-11.416600317173474,-158.075031695593,66782.76565549773,7.222266663313761e-05,-7.671435545438517,-18.01449702538374,-12.30903315243312
340,-206.3944167821044,-13.762289261223343,-231.67244052665316,36397.74034334764,5.940408462024224e-05,-10.236839132627791,-23.093333922177425,-11.48214485746036
350,-296.0441614363392,-20.85718102073928,-311.25681646271426,68054.44763390326,6.700955583164805e-05,-13.711079597981731,-38.266845740758605,-17.73971914623505
360,-737.108401243163,-67.56315870773876,-615.215679972274,166109.20180697984,0.0001098202807685,-62.36878460346173,-80.10810417655343,-65.40696144759828
370,-435.7565852136449,-55.05959658263867,-299.25276963374904,184550.8759436235,0.0001839902656541,-25.98873331686978,-106.82750444584885,-61.4334152510135
380,-130.75149181210617,-9.207644755918986,-137.53958590514546,49806.749368713005,6.694541571667275e-05,-7.173308373023743,-15.230280842997164,-7.253681434631295
390,-388.1218882364339,-35.56753297578031,-323.9893757681986,147148.01959723723,0.0001097799361212,-12.514649443227745,-96.7787994188048,-20.46203359793747
400,-495.67015047525405,-43.747249819450104,-425.3370487858823,115555.466157338,0.0001028531371634,-32.21312019599078,-75.2762603783301,-35.28649850753028
410,-421.94718540123216,-31.797523076509336,-413.8802805604456,79014.56739338305,7.682782816676241e-05,-30.57214854150672,-35.54868407875614,-30.49711114426775
420,-245.55410247161097,-15.184251229852778,-307.5752053771552,50785.80896528898,4.936760494472735e-05,-13.802520079280573,-21.133752689205775,-11.998212071644168
430,-382.38139049570475,-25.071028269231523,-438.8065410802607,50656.08407950211,5.7134581921935984e-05,-21.060462464551225,-36.92214856836528,-21.24103957945835
440,-165.08418940079355,-14.168600683124097,-144.72352126777756,109001.89893803449,9.790116049559328e-05,-12.104543119028556,-17.963145079154046,-14.502171415285233
450,-284.7913576943165,-20.52566010308242,-292.1640253478929,70013.49811952311,7.025389275302319e-05,-15.811030883200363,-30.00939791174025,-20.4711807341887
460,-252.37982655472857,-18.913101150421458,-248.8970466920433,71805.25020864946,7.598764791220028e-05,-18.491997949206745,-23.44872650315725,-15.219682200115102
470,-88.06191852174535,-5.9982805354288775,-96.26902545512016,36703.983565054994,6.230748163359385e-05,-4.012862863751432,-11.40454763135101,-4.562848782861638
480,-555.9256163328222,-55.09356690574806,-439.8577693761983,122812.84666831806,0.0001252531403137,-44.782066258518526,-88.60312189453295,-42.207013211441165
490,-50.73958187257233,-3.673037823305349,-51.813946802870426,38989.12634984913,7.088897970424186e-05,-3.0223110295424105,-5.128421678792463,-3.519107555344111
500,-191.79370883704414,-13.445359021358811,-202.77106663754205,56155.498458847054,6.630807463962647e-05,-8.501471418937005,-29.86058738581189,-6.917905861749348
510,-362.9429692285552,-27.923904295507924,-349.10379538339095,85586.65794818653,7.998739820299427e-05,-17.46125039858976,-61.75571019018179,-15.017406194670375
520,-112.39878287278773,-7.07242785338391,-136.88581251065648,50637.60087392313,5.166662434672202e-05,-3.8047067570209663,-14.541090277836052,-6.1392076216576585
530,-618.0515397181063,-51.07843711152984,-558.4895455196748,119721.1561327349,9.145817951525184e-05,-48.92437609346846,-61.44491305540112,-45.0200832037813
540,-1128.6000677259888,-95.98779367018838,-996.4889754236052,117429.66413183884,9.632599661163756e-05,-51.33947897490677,-222.18234349067225,-59.08987324026773
550,-386.1228691711914,-32.82498160366512,-341.0465731306359,127099.03159385776,9.624779777831604e-05,-29.53537478951823,-62.49594566209876,-9.733231173525288
560,-141.94505041939308,-8.91477762284504,-173.37779523577055,34749.32488738739,5.14182200247854e-05,-5.740143155906581,-17.859188950990422,-6.31963522857658
570,-445.80039550237683,-35.03730408504744,-420.57350399611096,85693.74570133915,8.3308396159382e-05,-27.009051068386835,-54.2513539387218,-31.87976026469429
580,-506.96885985314725,-46.824721940561346,-420.83701635371045,109975.11754016508,0.0001112656922299,-43.075525656871015,-55.525311303902114,-45.62252514466816
590,-345.3044712508017,-24.4986467044406,-360.2645654064225,59153.81197298563,6.800182159686765e-05,-19.83745552626968,-37.69833145519608,-20.62134431002696
600,-218.37684753148093,-15.458144264729054,-228.4059792114556,55000.49873027767,6.767836953347917e-05,-11.642995008471136,-27.90853841016206,-10.638048631811886
610,-92.27819470542461,-6.304634093436661,-100.51016628986594,40752.58832469507,6.272633233193978e-05,-4.280353351132452,-10.1887363046887,-6.46909336679304
620,-257.6020777692197,-18.39333106954937,-266.91212501868324,60153.17307463397,6.891156056796549e-05,-16.33848398892746,-27.172715440923604,-13.72364085941895
630,-94.15056237782683,-5.834576910199505,-117.50568619500297,28529.05019195797,4.965357081117684e-05,-4.168536522374448,-9.627381467701865,-5.373853128347252
640,-223.9624597065443,-14.439558594945606,-263.0556984428262,43933.85265403232,5.48916396049256e-05,-13.266104395220635,-20.03814787630469,-11.187877713036452
650,-100.81765534858197,-6.1955663470056885,-127.62426292654284,36481.70447119162,4.85453643761429e-05,-5.288341192088525,-8.929283404106867,-5.276299599738837
660,-178.45935553032513,-11.862376854655924,-201.12396216903244,46773.84160984287,5.8980425438746665e-05,-10.51144387939874,-13.920137987013042,-12.506481672813162
670,-450.08782805428916,-39.10250922735793,-390.8770295385592,111581.505487959,0.0001000378796204,-32.85517558024636,-52.48051189714708,-38.21917385180434
680,-158.8101559788764,-11.185635091443505,-167.0206101699082,52577.04273326264,6.697158560290543e-05,-5.499578888493744,-22.30226252847228,-11.441120060314246
690,-113.26434161468394,-6.822969403259814,-148.66020697307067,31150.03679906542,4.589640726449259e-05,-4.03516936370911,-14.27229126170998,-4.949247623911055
700,48.139743170855965,3.512246775511256,48.76214973878801,53275.12434369531,7.202813646087936e-05,3.5667746448334405,2.430594496858224,4.484843315519922
710,-184.12084013969144,-12.54530780960979,-201.20232058814844,44085.76865640941,6.235170535278982e-05,-8.406147674712756,-22.51204966648,-10.85688622253364
720,-76.26174149194753,-4.500065731576836,-104.38197535965254,23902.02358725417,4.3111521084666845e-05,-3.417617219501755,-7.489880135972487,-3.6751483513313463
730,-417.93251747255454,-29.597750656687207,-436.90392973358286,73606.27002879715,6.774429947273637e-05,-27.207326396007232,-33.303629918381105,-30.672719916353262
740,-145.56489393966714,-10.014777915302137,-157.24754629553593,53796.54658089111,6.368797575054082e-05,-8.619100104530297,-13.624953672004567,-9.19595778014338
750,-754.3777469813747,-64.85919472699764,-660.4336247878892,115311.67001873828,9.820698446089628e-05,-30.39748357188246,-147.84842751148437,-50.79338425274126
760,-41.07333221271358,-3.2595811052612524,-38.41769547831217,72499.53643273163,8.4845825984054e-05,-1.7369683447910795,-2.3560625225725462,-7.208325208890304
770,-159.54000766758247,-9.779940633451433,-202.83167521033087,39416.27809756502,4.821702834781551e-05,-3.4591031163738437,-22.692778702113163,-9.508777598944876
780,-32.77019190816062,-1.9464647597361027,-44.23244983266784,35556.142505219206,4.400535731345685e-05,-1.7249624657677405,-2.862281175324801,-1.4736529320841307
790,-152.627983098684,-10.229102091806295,-170.21727803200483,43747.53239099975,6.009438178116668e-05,-4.939106752718608,-18.4586734441481,-12.579521417639857
800,65.4075222818066,4.755731122726307,66.487959864564,75148.00379510576,7.152770414995035e-05,0.2051210839694291,11.242691422966235,7.369990900000134
810,-101.08887199040441,-9.231127950274624,-84.59943287864434,75191.61517687804,0.0001091157190559,-9.419990210806024,-24.33794407849426,6.2534126989794965
820,-63.56926926859076,-3.8389663010598176,-83.04013450253258,34142.2812525769,4.6230251480899706e-05,-3.9570818181081022,-3.5017411783042034,-3.939960389718864
830,-225.715775060062,-14.399827996960708,-269.2022101037858,39968.56128095975,5.349074954254324e-05,-13.063496114459053,-17.619698189201454,-13.852621569723263
840,-25.26210733736049,-1.50633500754556,-33.828075610270176,35592.72129583541,4.4529136830007496e-05,-1.7955838677943985,-1.237289371601931,-1.1968829229915128
850,-151.79845938429284,-10.997510761975256,-154.8830426851183,51331.74491241148,7.1005260300403e-05,-6.727241701961338,-16.939834738131996,-13.595724905846348
860,-70.1757042188703,-4.462304379172302,-84.10432944458397,49121.75379801556,5.305677375517866e-05,-2.443740760891985,-11.329211330911765,-1.6325246639934754
870,-67.06228157334426,-3.830972537740723,-99.45838799234312,21288.20692116318,3.8518345361033337e-05,-2.2381208261329,-7.078491189368047,-3.769157309329048
880,-113.50332763405257,-7.1971901955387985,-136.60640291685516,39017.63950684932,5.268559922421304e-05,-5.983867691781223,-9.886395592834962,-6.934629805757786
890,-41.78913115148109,-2.3487324148596693,-65.2669661610998,18096.32369491108,3.598654193703817e-05,-2.072406665614214,-3.163453094471393,-2.086663233738856
900,-170.26611701046662,-9.821897616577676,-245.8876929097692,36203.64527224214,3.994464912150733e-05,-9.768866969160278,-11.53002925619906,-8.219827271791095
910,-99.0236165175973,-5.999453444809981,-128.57462269064513,35152.69890169322,4.666125646928685e-05,-3.956522439281388,-10.762903031572636,-5.321865869104511
920,-57.72566590800681,-3.2590383342045652,-88.77395746548865,17451.9435504044,3.671164863266948e-05,-2.268394247943749,-5.841497288450831,-2.657867552479932
930,-78.4631336763044,-5.099719907464783,-91.1218884833516,60156.208941493926,5.5965915460548497e-05,-1.5874731560432758,-14.567573512341513,-2.6563598054310646
940,-125.57535527208755,-7.484408704596031,-168.31224716789325,32783.745881081915,4.4467404069118354e-05,-7.405406493242976,-9.471742816749078,-5.655079015149088
950,-109.07286094987228,-7.434260571594413,-119.14475571953056,54035.73735098823,6.239687619230871e-05,-5.435422431121992,-11.318826906876078,-7.547370517257588
960,-49.84081137863909,-3.6238693046172252,-50.66437135751037,77175.38818461538,7.152697660147778e-05,-2.52827954856046,-7.257711243453863,-2.1812068778941147
970,-119.04983836816976,-7.53315315233991,-143.736285677651,49363.95581961078,5.240954374759671e-05,-5.557873491152496,-12.535128052889222,-6.481737574165416
980,-58.06357799938893,-3.6341160797676073,-71.3081776796175,49927.22308010764,5.096352477405086e-05,-2.69728064619728,-6.2688675786056045,-2.8730354480702665
990,-197.53420304021336,-13.229741680009694,-220.4870524038949,63785.84893013664,6.000235177426677e-05,-10.31217316694034,-20.39748603963218,-11.897134346525917
1000,-151.1957794906774,-9.428452443365499,-186.7803402392217,36181.929699684086,5.047882679349373e-05,-7.600191223775856,-14.665309209992326,-7.848118115917957
1010,-1095.3865471137754,-161.60299906645292,-696.8761162938117,381505.8661038639,0.0002318963088101,-75.0541268403054,-378.0267058090412,-118.27703677619851
1020,-154.0768820872608,-12.255671186268614,-143.82485080039993,106769.4048513067,8.521247279635305e-05,-7.653018044627736,-18.616035603669594,-15.100613052149392
1030,-136.1683602981411,-10.279824413010743,-133.3364409573124,71507.78396927853,7.70968861865889e-05,-8.479350145379753,-13.261865465712674,-10.89873189557079
1040,-150.49785512889085,-10.788033001804635,-155.28470949388108,62370.50967351874,6.947260317494256e-05,-9.48665517809552,-14.575633027070928,-9.603188623956571
1050,-96.67667480771836,-7.11053184776277,-97.12692706385091,65144.89405168773,7.320865657664976e-05,-6.37314464442546,-8.768495866125154,-6.927342236075015
1060,-290.80043309781786,-23.55144362461089,-267.26589721803794,91896.69474915307,8.811989808560353e-05,-17.082701775960295,-41.0947452779888,-18.945625668534174
1070,-205.40310857589984,-14.38504795481564,-217.40304775957952,59574.58946221203,6.616764623614521e-05,-14.233520265750286,-16.390149264158044,-12.683002023603953
1080,-219.45655595379998,-15.552333243083426,-229.2483109229672,61303.43780518083,6.784055760528318e-05,-11.457239119881436,-25.42835216944193,-13.866502563128904
1090,-531.9647223126632,-53.61528930927925,-416.3217728342973,217669.9137272636,0.0001287832940955,-44.1615921357218,-69.47279721298983,-56.66517575269928
1100,-649.6808310488418,-73.64457244955604,-473.4715778656096,179708.88274509803,0.0001555416964658,-68.37098994273819,-82.5376031273826,-75.29870678551961
1110,-212.24600592227813,-47.02555402386971,-114.165668409597,466942.20239912334,0.0004119062646325,-33.33633599445682,-84.55943078341618,-36.87011332317833
1120,-602.7806785889741,-67.41916514209726,-442.6985734021501,176268.38437868023,0.0001522913539657,-66.76058186778886,-76.76440164371108,-59.39109518912098
1130,-124.54228971409277,-9.93331611689778,-115.9804392672523,91595.08319624444,8.564647779966209e-05,-10.115766120826446,-10.557063935213694,-8.944668290724533
1140,-205.01863802928614,-17.06849048587489,-184.1491907267496,118620.60130389148,9.268838173284196e-05,-13.97313940807951,-24.96500713253337,-15.362675994807152
1150,-749.1604060946404,-86.1627608495118,-541.4745394818605,163956.25593102648,0.0001591261538021,-104.64525452487578,-72.67143696982521,-62.68909737847486
1160,-218.76267839586563,-20.159041555192974,-181.89237311610344,158375.13722430295,0.0001108295043373,-14.917375479779531,-35.581286431500615,-15.220128829782906
1170,-340.8003059653717,-29.846565290899065,-294.15828039620266,137523.3851903192,0.0001014643043558,-24.891789651828443,-44.12413452950828,-25.47854733048262
1180,-600.2931778102565,-54.91842090659886,-501.7070969172154,129660.76267906975,0.0001094631135259,-47.14114516105087,-81.47473400450464,-43.9166592998446
1190,-654.5936068315535,-46.05050135672671,-689.3516312154715,71688.27400400066,6.680262912489236e-05,-25.891884859101378,-97.98843388646507,-34.429801822239
1200,-474.60454550581073,-35.42062395677954,-469.9364320846614,84755.28623932326,7.537322399042756e-05,-31.8831978321052,-47.7389080242669,-30.17719213864086
1210,-378.4954637406415,-29.208996835578162,-363.04359660613096,102577.60123312782,8.045589320025179e-05,-21.90040237231102,-50.65376862851592,-22.38141396917469
1220,-575.9136730688632,-43.67489655754616,-561.504265692824,111201.52818546344,7.778194971262944e-05,-38.78188653875476,-52.16698085996168,-44.96883229271346
1230,-731.9919882264498,-78.47613233967073,-551.2423274700717,212633.8845899252,0.0001423623122336,-67.50991895057466,-100.6225981648673,-78.26209329280228
1240,-240.32958378406232,-19.68394725927104,-218.7965936857817,75906.83758301221,8.996459646688816e-05,-13.427274171363663,-42.10677795924755,-9.774462735109262
1250,-545.0847683217827,-44.237698997256985,-500.0845899987179,104599.34484007242,8.846043225881125e-05,-33.41299788944102,-72.54009961549562,-37.58470059465028
1260,-480.12962555366926,-35.48071015798313,-480.08006547382814,77333.27008575473,7.390581844502224e-05,-23.10419920659869,-68.6729084319089,-27.04153378682626
1270,-669.3415007767529,-63.17080485184828,-547.2853456660819,138734.75410861627,0.0001154257196033,-55.61787766060588,-79.33330068202615,-62.11416340428395
1280,-216.66153098457482,-15.640326060108247,-221.89752640331196,64846.05327663832,7.048445430473626e-05,-13.098079011406378,-23.344525068210785,-13.02062114940944
1290,-240.22675086389313,-18.234541866278807,-234.0118477741372,57458.7504120603,7.79214473101309e-05,-14.771182557371212,-26.481421150663675,-16.91438119970911
1300,-186.4274452060378,-13.01566648423305,-198.01089877991143,61449.74505734984,6.57320711356395e-05,-12.27946793857532,-17.60675312566388,-9.89697693411768
1310,-354.26244713135713,-26.3764085330752,-351.5995621455582,66108.05036073497,7.501832019391329e-05,-23.580819298542085,-33.68700090130907,-24.656994633907555
1320,-356.3737657364698,-25.521166007194445,-368.085881335945,81845.33324148573,6.933481369773529e-05,-25.271184144021586,-28.21254335931033,-23.329752381424267
1330,-257.22696378798565,-17.676637308561915,-278.249012422067,53860.76915066439,6.352812236310399e-05,-11.307659663118256,-33.31436468355372,-14.77686522445741
1340,-929.5559956954381,-81.48452046647031,-801.7689431956866,167144.15373950975,0.0001016309264134,-68.0747997962966,-113.3498543305307,-76.43862794287331
1350,-234.8253869247765,-17.18966198967776,-237.05570183137667,105770.84323351333,7.251317667906243e-05,-14.300144183707728,-23.635473143355416,-16.52288644794017
1360,-230.0647479135655,-13.91967485202541,-299.48127471661525,58651.832129897055,4.647928277050687e-05,-12.482032401080753,-16.56306059457971,-14.151574011360426
1370,-966.0018030838409,-81.40629156310703,-859.1907275610719,116549.25311107148,9.47476374590188e-05,-85.28279732117954,-83.98175404137623,-71.0778175686928
1380,-50.71589870122993,-3.816109143280697,-49.81905710601256,103084.4916333512,7.6599385154163e-05,2.6577734280906653,-29.22798670732104,8.64800327801692
1390,-282.59839499631477,-18.65050809969765,-321.4802008336138,69083.42643673961,5.8014484410971415e-05,-16.31026384781455,-24.386988000872964,-17.594516702288537
1400,-236.7791169334767,-13.679456019444121,-340.6071423730395,30845.406076201543,4.016197641698928e-05,-13.550044942867215,-18.718282333337463,-8.899451858704582
1410,-200.70107421022038,-12.753322493850092,-240.7845293778313,51879.42729902873,5.2965705590818885e-05,-10.695523598269263,-18.45673409663259,-11.16550868222926
1420,-172.5933567102682,-10.036795222563498,-244.25938894518333,41889.12723612746,4.109072435621279e-05,-9.365278048985404,-12.382575128117823,-9.034049664165364
1430,-228.0436789836062,-15.502240856975797,-249.89561763685623,75672.32198431471,6.203486481104832e-05,-14.578670511647612,-19.93309470883104,-12.918527695776929
1440,-124.62906940559218,-8.59942225180828,-134.17327339792894,61635.29886790893,6.409191662414206e-05,-8.12961597750374,-9.664816505372409,-8.473640546853225
1450,-400.59398897380015,-30.272350447095096,-391.8888010696704,114296.5149788403,7.724729659144621e-05,-24.35040070630248,-41.79403497819773,-30.594565397577693
1460,-233.67435492099875,-17.325610695396083,-232.87753211072103,94443.72795605668,7.439794873452483e-05,-18.80673782866231,-14.21319896497108,-17.47576815928864
1470,-245.21275227951978,-18.778947520393448,-236.88028221351084,97764.4657963345,7.927611088991839e-05,-20.1754669138178,-16.377959825656298,-18.386896428281894
1480,-514.8058574710772,-42.36877150141781,-466.7999101825584,106663.45925032244,9.07643094550897e-05,-23.006331761424104,-94.88459090119434,-28.57783158162871
1490,-155.2484002175407,-11.77233682811758,-151.37698646972254,74210.63482252142,7.77683391819417e-05,-7.401019638537764,-24.096346570620717,-8.190961464774084
1500,-945.9638027365678,-236.4817373856046,-487.3521988169568,463323.6255578513,0.0004852378586978,-189.1597026338172,-399.0111336907858,-168.5964105841579
1510,-537.4305262312186,-49.048740013081186,-449.9491335279962,106164.8321386776,0.0001090095220953,-42.268590419339965,-68.66690871503664,-42.990870498646586
1520,-989.6557413992349,-101.23643954915154,-767.2167421478018,210950.6486417222,0.0001319528550247,-91.17251281720144,-126.39644177200633,-96.2042907903572
1530,-381.6003418267866,-35.981878770561764,-312.2102381178008,133137.6024493641,0.000115248875205,-26.723965563783917,-59.52301722245525,-30.956566732346424
1540,-612.0741470998886,-57.85672862865606,-499.9187989894923,177822.63760827045,0.000115732252409,-43.80512918622922,-98.48625645681544,-45.330399685445954
1550,-318.9386984188023,-30.76596125261363,-256.9150984745061,169884.61616014634,0.0001197514721217,-28.14939660743384,-38.92816012853849,-27.836891667070923
1560,-118.2485049769206,-9.286434850153885,-111.63441644582797,76108.14553212644,8.318612795060604e-05,-8.687765430354878,-12.341092108501648,-7.429116431404128
1570,-422.2583084879498,-47.62906406815177,-308.60686073678806,214956.43516383995,0.0001543357265436,-21.60690861886929,-155.41415871682176,8.1117196819234
1580,-260.91405517040874,-21.819637402049644,-233.50216008151185,83782.30232794344,9.344512014121308e-05,-15.169612907082454,-42.56407548286356,-14.375248311170113
1590,-197.31482264008807,-15.18051846393924,-189.79551979963904,69165.56039144471,7.998354481688935e-05,-12.372516760353262,-23.521242690323334,-12.455797644727102
1600,-328.6120062363179,-23.47543855764677,-340.30379841904573,60059.96294220229,6.898376881688347e-05,-20.08076510073389,-32.40456484773899,-21.335659181380294
1610,-1752.5123530914032,-192.47938042300328,-1300.8692528901947,234070.74098322997,0.0001479621260902,-187.5193361817697,-213.47048418960088,-181.4083651393318
1620,-241.1190054439,-17.427603233121328,-246.62311421355813,65755.55314533622,7.0664922420979e-05,-14.991751614586232,-26.038605757505614,-13.68830394580723
1630,-487.03416156916836,-40.94190428269073,-434.04091983781024,105911.90861695848,9.432729130237225e-05,-35.92276073891201,-53.56127195331428,-38.36082369962458
1640,-480.90388978929917,-35.39934748226695,-482.74369575823897,72409.3216234226,7.332948683393093e-05,-19.47210509616435,-76.60158814505623,-26.05159159168285
1650,-210.7178517230546,-17.66998807088062,-188.16424229299443,79376.24523461939,9.390725812487965e-05,-20.676952976373627,-33.364814766610905,4.038768435835688
1660,-287.0073902490259,-23.54636584657989,-260.9280095857423,81690.69993755204,9.024085181181912e-05,-18.829459484810684,-38.33856048480346,-18.18798393189472
1670,-852.8796873097785,-79.58053091482323,-702.9100596394538,153561.10637249536,0.0001132158087987,-62.98363599713008,-99.83159925564206,-92.52325240956928
1680,-314.18764145457067,-23.032092694586996,-316.70976149378805,79079.0063801839,7.272302749986046e-05,-18.995020813082423,-32.67884492826408,-21.459484223919077
1690,-557.1736991522424,-40.18353689867786,-571.200087420104,70704.48060901443,7.034931853769804e-05,-38.78125849888561,-56.54208641358144,-26.629544183358774
1700,-638.0594342748651,-45.717608367821725,-658.6605598379897,48300.585340946986,6.940996797966294e-05,-35.87534377004127,-86.12186554374054,-24.997880387463827
1710,-391.487911202643,-27.254171407241063,-417.1660737992724,64232.345166666666,6.533170628912394e-05,-21.027729718978428,-41.1649537949617,-25.7962723960457
1720,-111.8429051890802,-7.100578019453884,-134.36016502569106,50091.93944593756,5.284734517925146e-05,-6.027654344898938,-9.597050812894828,-6.749952575122837
1730,-1433.2751960067026,-157.9048174615084,-1061.9666125613442,240559.71417390063,0.0001486909433816,-126.1987589525001,-204.66843744907217,-174.55331449228626
1740,-333.29673160772546,-21.924634808580873,-380.80064913631566,43767.15354624637,5.757509830486788e-05,-19.66889349628416,-32.09758157009028,-16.26317067166492
1750,-278.4522544677503,-20.544639157604912,-278.8642692810011,68415.16828122402,7.367254044620126e-05,-10.42770382403045,-45.8846424302659,-15.43850655209284
1760,-77.8223205363999,-5.0024844779928905,-91.79773239994762,40966.06532684226,5.449464106801559e-05,-3.753712776243167,-8.03673754286487,-4.465774816620357
1770,-259.9403766923317,-16.88007946890771,-302.2439908704274,50521.70393972103,5.584918138585668e-05,-10.653598357318527,-32.354154286505484,-13.858966874488289
1780,-238.656771064019,-15.111029778898954,-287.8704406278964,53279.43329658214,5.249246760431228e-05,-12.625002709264516,-22.032404274283262,-13.16170942278352
1790,-358.92713428422445,-26.39462477040225,-360.6584354202341,62062.92280606717,7.318454853176414e-05,-19.555609617809043,-47.15683938113765,-19.310440464853283
1800,-394.4267026170206,-30.5194168480064,-377.4013660833408,72360.15165054883,8.086726649862433e-05,-21.06194529474377,-53.3229199118194,-26.630856890718675
1810,-384.2833966613937,-32.95885258446936,-337.0701464800333,102474.14864583767,9.778039653957224e-05,-16.13026691255652,-75.26049256042667,-24.314383952337717
1820,-98.13910150179798,-7.614699403597346,-93.66568448938546,100815.1131380788,8.129657563608871e-05,-7.07772686356291,-10.252920477042474,-6.050423410221091
1830,-636.553107344522,-47.5597280353038,-629.6095715614357,102168.78526067612,7.553844506740164e-05,-43.25869044718715,-59.19829201041962,-44.52323923642125
1840,-301.2086669267658,-24.7973858527736,-273.0498481361988,92118.30462018732,9.081633270275442e-05,-22.65275362367644,-34.39309646090616,-19.490939702835348
1850,-389.8200839675127,-30.94738246269699,-364.4995023053164,85558.24440788102,8.490377151948613e-05,-21.27657387706216,-55.07095733181399,-26.16542476484964
1860,-389.8881866120194,-28.906702043788084,-388.575590195532,90725.86112475906,7.439145116975097e-05,-26.59226291905973,-40.09042263306233,-22.35185970397052
1870,-119.63952164610988,-10.921946612461133,-100.1450464547356,176608.13127236415,0.0001090612766094,0.4795052899391869,-50.44986417756312,5.803067147817975
1880,-268.2249091392776,-22.89290012031185,-236.172063029037,119275.24236823524,9.693314199273944e-05,-16.34322426809125,-36.90403962090011,-21.981112324164812
1890,-162.44871193138474,-11.550914958383304,-169.07953912584827,81113.37128288802,6.831645637374133e-05,-10.213305461481518,-15.34632408775452,-10.43072482281566
1900,-141.80396675079228,-9.183193447388474,-165.5160269073295,31127.066468664238,5.548220084167462e-05,-7.432541357738331,-14.214574386076896,-7.653116688000342
1910,-44.303801567341296,-2.793378003625638,-53.7861305851582,32591.36710832364,5.193491283413583e-05,-1.820885105442318,-6.878912803585697,-0.6528290000322203
1920,-222.88802541009255,-15.600140520808337,-236.0699306893466,54711.03156957727,6.608270894668561e-05,-5.724974426072015,-38.00669942875488,-12.943913802334434
1930,191.52628255500755,16.35924623720763,168.53723641638354,91066.45058514849,9.70660643609399e-05,17.34496522457398,-3.6754816698863806,34.42253616956893
1940,-148.53065337088552,-13.345571515638003,-125.77378135483544,135179.4732754515,0.0001061077386072,17.28279737705545,-44.61223928690209,-43.33564152976943
1950,-159.336079683885,-11.200712178613422,-167.93906555748995,57808.23403333608,6.66950964710419e-05,-8.724942884485571,-17.26056885582255,-10.092394089659988
1960,-85.26359522719005,-5.633130041313715,-96.85802392679206,38807.362054966914,5.815863067340077e-05,-4.441088136175267,-7.868537358966471,-5.781806533937854
1970,-264.7841384731329,-18.952757186785178,-273.63046307565963,53977.44617569327,6.9264061368579e-05,-11.923642013757956,-33.46512133142236,-18.498623388202425
1980,-228.80933091937365,-15.10817425101161,-260.11888614829087,43505.48397332255,5.808180434233679e-05,-12.663687929218812,-21.462514349867373,-13.642806795741455
1990,-114.2247565538728,-6.759061968257827,-155.40734651809186,29047.56960849096,4.34925511547227e-05,-5.965905353888096,-10.44849022221001,-4.655946943045104
2000,-176.2808123567832,-12.649938442094253,-181.67770669906395,75217.84615675308,6.96284572935961e-05,-10.838655558385485,-16.470907842758372,-12.451534808847672
2010,30.488972071374832,2.1915633072806764,31.36656433794873,97551.57803813368,6.986940882872598e-05,-0.4851477858045352,-1.693855165327943,11.43040396605972
2020,-264.31021507000844,-17.80123844942881,-292.9634565684136,74480.22368368765,6.0762658448740056e-05,-11.451475367348614,-28.219660443458547,-20.082342619559466
2030,-331.9795563773823,-23.92341778516042,-340.62210734300936,61018.28615147604,7.023448352126287e-05,-14.719403369625883,-49.58326889716341,-16.67159550422651
2040,-251.048736772334,-15.706031143283914,-308.52524939758285,45772.63426478784,5.090679344381388e-05,-15.408334786468302,-17.81544842551503,-14.192006574684006
2050,-74.50907773898797,-4.255427700893773,-110.57323513226557,30623.25962093119,3.848515145463107e-05,-1.9273586175579769,-8.926111235722418,-4.240882332736722
2060,-221.243831824927,-12.589504482445955,-331.8957926417591,39249.01316552124,3.793210026026086e-05,-9.82497052225218,-20.27464977890752,-10.433427106371935
2070,-246.38329722550773,-16.097878562691786,-284.0812478996548,86444.43021955261,5.666645961924947e-05,-11.201377784738654,-26.939253235161264,-15.049505446128576
2080,-58.47702925778828,-3.1929230288599637,-106.71770708434248,21491.53605045907,2.9919336875711665e-05,-3.1696144967451354,-3.770201411282258,-2.662261710667324
