r_sigma pred.,vol index,short mom,vol,vol change ratio
0.8109458710753507,5.015240574157166,-18.441192837383035,0.0001316385437749,1.0007533629960237
7.719857965538906,46.24248587772807,-2685.63873250525,4.652395675979622e-05,7.719873363143511
0.9519949116925863,8.574455749138028,-51.15069984428706,7.70773454248258e-05,1.0176512820471897
0.8888281564954355,6.998557378602806,-46.69913834990579,9.443593633796152e-05,1.0000503944506467
1.0652659758106018,11.089750991763074,-140.28291089575558,5.998752555025748e-05,1.1523279306777394
0.9819864056711705,9.365039976291824,13.14659826991544,7.048065370405321e-05,0.9942255583993675
0.9753315668918203,9.19699458897602,-24.59101010300045,7.178355076383481e-05,0.998861463834434
0.9649634121340931,8.722914214817761,-104.9381068622166,7.608970869221014e-05,1.0720940541931754
0.7874465747767325,4.42115309862818,-238.51945512354771,0.0001583378611772,0.9999339386397328
1.139848533893199,13.412481756321482,-41.06705068338701,4.923541066700792e-05,1.009784834393893
1.0108740650750108,10.103391800627552,-8.35266850388238,6.532660211812256e-05,0.9946821794065656
0.962563970074627,8.868168725268218,-50.62141224064764,7.451918431530654e-05,0.9938111448523328
0.9306954784353687,8.06190934812009,-74.49125245060017,8.211766668434526e-05,1.0006111112830411
0.9805610143635837,9.32737720042944,-26.490391422564663,7.078310950488661e-05,1.0051494830751102
1.077445359664351,11.79504298477856,-55.462307497657584,5.602064206924376e-05,0.9992144756935748
1.1334239165079258,13.04384263288012,-47.15785522426023,5.06369561491246e-05,1.1675470645979014
0.9251048568087396,7.91738232836717,-204.0320389286381,8.535552395915417e-05,1.0017903427185209
0.9926810880806496,9.638252337046,-64.30954470096663,6.860798596998951e-05,1.001951761297948
1.1876979677324815,14.597394739841226,-24.26243097660065,4.522165254717253e-05,1.0002554705304731
0.9987048004687439,9.754653191242596,-189.308148889606,6.878313714268113e-05,1.0369018647041388
0.9891987917338025,9.53319537840864,-99.07225903953965,6.955002988416392e-05,1.0207519422903468
0.8767612516189285,6.675239903292502,-83.41019730375736,9.933298288444812e-05,0.9944450378974934
1.0056086124605967,9.967486489949987,-18.567836194275227,6.62254698897382e-05,0.999112545297293
0.9651140776736081,8.935581008869562,-32.75326518870443,7.39014456563684e-05,0.9971068914773098
0.723521935694526,2.7912846409893977,-184.4172252972085,0.0002499876558131,0.9992562928434
1.0517212290580042,11.156833635310493,-10.181698773921918,5.915901219169912e-05,1.0236298936279635
0.8083200533630029,4.947802051407162,66.92760493414336,0.0001339314513818,0.9991087984822064
0.8243799857507096,5.360382803342499,-70.70867836554561,0.0001236380649418,1.0
0.8630817172888897,6.329669863901214,-72.07877678800119,0.0001046526105725,0.9957064317513163
0.881498471502114,6.812374207475576,-43.67369586184456,9.70032333873778e-05,1.0
0.8505529020981448,5.975081306996529,-48.37708934732407,0.0001106513717332,0.9854476113433154
0.7973464086449804,4.563187682104811,59.32395599319021,0.0001451332146754,1.019136331276728
0.9165525823181399,7.597787319902939,-52.62089920630898,8.700832739932391e-05,1.0341576331775777
1.052313779800058,11.160978101750452,-490.74340117123154,6.540723639395361e-05,1.005293288235782
1.0506197177695333,11.125476638998164,-31.11361618201101,5.9346251603456105e-05,1.0359070817695035
1.0011827911467404,9.854783088265105,-121.02918379825137,6.741792996189279e-05,1.002102821891938
0.8201210755142174,5.248577501820451,-90.14711025536016,0.0001266196835618,1.000770459933444
0.7303455914220434,2.813412116286345,-113.98578692203633,0.0002395064844367,0.9754890147990252
1.010273389568094,10.086158543632893,-13.381073892992104,6.54413744191068e-05,0.9991620845862466
0.8151035485072868,5.120062180759193,-57.40740668553207,0.0001292745049988,0.9990369741578796
0.8435002559588884,5.83255493055503,-172.878983438684,0.0001157950971762,0.9964430632329946
0.9596801583234449,8.778594606970957,-124.3247516138334,7.577585509942715e-05,1.014890086621547
1.1906101875749129,14.756141155294694,-88.56010849136943,4.483304625809446e-05,1.0193601503578795
1.0187833737435619,10.29479638587569,-162.61117385919383,6.485036747522435e-05,1.0287082335638782
1.168913844830792,13.628670903337976,-32.089859764769656,4.844358755114337e-05,1.233636665823877
0.9699155879361009,9.0589426464516,-67.72559425896712,7.302050486024992e-05,1.0013207462594276
0.9577936275376002,8.748612326661771,-38.8065989082924,7.549829556156508e-05,1.002820497234092
1.034693906822398,10.707248839858984,-10.403904207883206,6.164325353049259e-05,0.9993977074951766
0.8287172297264371,5.468122495033136,-212.85976135886236,0.0001253145222172,0.999420520331025
1.0829608969549274,11.946219746247618,-20.18694250822857,5.525597987032855e-05,1.0063974770839446
0.971953292780395,9.111716695366932,-33.35211289070871,7.247353264431282e-05,0.9998850673042508
0.914060107958581,7.63653321053157,-294.5823823483719,9.102381421631464e-05,1.001606197484874
1.1410575359948028,13.466130749818449,-3.253021702426497,4.901202263549225e-05,1.0173738303850988
0.8779590739862392,6.635321000291726,-31.98066841018248,9.953587047531924e-05,0.9598075357302176
0.8929442900879221,7.103334830489838,-351.0913600784014,0.0001006789767316,1.0
0.8658510431620108,6.410571768986968,-81.16163649080887,0.0001034272779426,0.9988078827795932
1.0917536934267047,12.157558213365892,-14.125126681610944,5.4291176832276936e-05,1.0001506580731838
0.9071799468370187,7.457480952696208,-37.95842575387539,8.857779638975967e-05,0.9966094578971986
1.7944744828039483,12.459539902865227,-67.95020473117845,5.305884703682144e-05,2.007173331809031
0.9585150678165381,8.766981318120347,-34.2315866391977,7.532721705379051e-05,0.9967065381333394
0.9774515715840768,9.251111894485748,-44.07947144575657,7.140943354731397e-05,1.0007694811605226
1.0723860869694959,11.6698674770086,-17.91096918808789,5.656282284477952e-05,1.0697596691923967
1.0423831921559255,10.90267196213832,-88.27856684929904,6.072854412216835e-05,1.000466116302275
1.2320541866752823,16.04789218282417,-9.826582901543032,4.112799631910684e-05,1.075425392266401
1.022279840197418,10.395272474716108,-21.423351595641936,6.350286018468203e-05,0.9942295176515152
